STT,Symbol,Maximum Foreign Ownership,Maximum Amount of Foreign Ownership,Current Foreign Ownership,% Foreign Ownership,Available for Foreign Investors,
1,AAA,1.00,382274496,8644722,0.02,373629774,
2,AAM,0.49,6049741,120668,0.01,5929073,
3,AAT,0.50,31900744,215594,0.00,31685150,
4,ABR,1.00,20000000,9751200,0.49,10248800,
5,ABS,0.00,0,1789,0.00,-1789,
6,ABT,0.49,7049731,244521,0.02,6805210,
7,ACB,0.30,1013230528,1013230528,0.30,0,
8,ACC,0.49,51449996,8688109,0.08,42761887,
9,ACG,0.50,67923061,52407119,0.39,15515942,
10,ACL,0.40,19832876,1580216,0.03,18252660,
11,ADG,0.65,12927913,9090412,0.46,3837501,
12,ADS,0.50,21889517,477082,0.01,21412435,
13,AGG,0.50,55856597,5604762,0.05,50251835,
14,AGM,0.00,0,34657,0.02,-34657,
15,AGR,0.49,103880000,677351,0.00,103202649,
16,AMD,0.49,80117388,1748727,0.01,78368661,
17,ANV,0.49,62494416,4315212,0.03,58179204,
18,APC,0.49,9859483,3068825,0.15,6790658,
19,APG,1.00,146306612,1949004,0.01,144357608,
20,APH,1.00,251199148,78335505,0.31,172863643,
21,ASG,0.30,22696167,643828,0.01,22052339,
22,ASM,0.49,164898108,7571682,0.02,157326426,
23,ASP,0.49,18296565,18295683,0.49,882,
24,AST,0.49,22050000,19807778,0.44,2242222,
25,ATP,1.00,15000000,0,0.00,15000000,(*)
26,BAF,0.50,71760000,1011956,0.01,70748044,
27,BBC,0.50,9376343,150814,0.01,9225529,
28,BCE,0.49,17150000,442712,0.01,16707288,
29,BCG,0.50,266733811,14123517,0.03,252610294,
30,BCM,0.49,507150000,30104010,0.03,477045990,
31,BFC,0.49,28012316,1900820,0.03,26111496,
32,BHN,0.49,113582000,40774690,0.18,72807310,
33,BIC,0.49,57465678,54637394,0.47,2828284,
34,BID,0.30,1517557144,856674319,0.17,660882825,
35,BKG,0.50,31000000,458,0.00,30954200,
36,BMC,0.49,6072388,778401,0.06,5293987,
37,BMI,0.49,53715752,35193876,0.32,18521876,
38,BMP,1.00,81860938,69873062,0.85,11987876,
39,BRC,0.50,6187498,6112,0.00,6126378,
40,BSI,1.00,187800120,69832991,0.37,117967129,
41,BTP,0.49,29637944,5688270,0.09,23949674,
42,BTT,0.49,6615000,662943,0.05,5952057,
43,BVH,0.49,363738154,195982360,0.26,167755794,
44,BWE,0.49,94530800,34195321,0.18,60335479,
45,C32,0.49,7364771,663718,0.04,6701053,
46,C47,0.00,0,1276,0.00,-1276,
47,CACB2204,1.00,7000000,375,0.05,6625000,
48,CACB2205,1.00,4000000,55,0.00,3994500,
49,CACB2206,1.00,14000000,0,0.00,14000000,
50,CACB2207,1.00,20000000,0,0.00,20000000,
51,CAV,0.49,28224000,128898,0.00,28095102,
52,CCI,0.00,0,4247,0.02,-4247,
53,CCL,0.50,26599789,467702,0.01,26132087,
54,CDC,0.49,10774470,129357,0.01,10645113,
55,CFPT2204,1.00,5000000,0,0.00,5000000,
56,CFPT2205,1.00,4000000,7,0.00,3993000,
57,CFPT2206,1.00,3000000,0,0.00,3000000,
