Stt,Symbol,Name,KLLH,Free_Float,Limit
1,AAA,CTCP Nhựa An Phát Xanh,"326,434,496",50%,100%
2,AAM,CTCP Thủy Sản Mekong,"10,451,182",35%,100%
3,AAT,CTCP Tiên Sơn Thanh Hóa,"38,801,489",85%,100%
4,ABS,CTCP Dịch vụ Nông nghiệp Bình Thuận,"80,000,000",40%,100%
5,ABT,CTCP XNK Thủy Sản Bến Tre,"11,497,257",11%,100%
6,ACB,Ngân hàng TMCP Á Châu,"2,701,948,075",85%,100%
7,ACC,CTCP Đầu tư và XD Bình Dương ACC,"105,000,000",25%,100%
8,ACL,CTCP XNK Thủy Sản Cửu Long An Giang,"50,159,019",20%,100%
9,ADG,CTCP Clever Group,"19,889,098",30%,100%
10,ADS,CTCP DAMSAN,"38,069,450",60%,100%
11,AGG,CTCP Đầu tư và Phát triển Bất động sản An Gia,"82,750,577",60%,100%
12,AGM,CTCP Xuất Nhập Khẩu An Giang,"18,200,000",50%,100%
13,AGR,CTCP Chứng khoán Argibank,"211,999,953",30%,100%
14,AMD,CTCP Đầu tư và Khoáng sản FLC STONE,"163,504,874",100%,100%
15,ANV,CTCP Nam Việt ( Navico ),"127,127,875",20%,100%
16,APC,CTCP Chiếu Xạ An Phú,"19,905,025",35%,100%
17,APG,CTCP Chứng Khoán APG,"146,306,612",60%,100%
18,APH,CTCP Tập đoàn An Phát Holdings,"195,107,442",60%,100%
19,ASG,CTCP Tập đoàn ASG,"75,653,891",70%,100%
20,ASM,CTCP Tập Đoàn Sao Mai,"336,528,203",55%,100%
21,ASP,CTCP Tập Đoàn Dầu Khí Anpha,"37,339,542",45%,100%
22,AST,CTCP Dịch vụ Hàng không Taseco,"45,000,000",35%,100%
23,BBC,CTCP Bibica,"15,420,782",50%,100%
24,BCE,CTCP Xây Dựng và Giao Thông Bình Dương,"35,000,000",55%,100%
25,BCG,CTCP Bamboo Capital,"446,305,761",45%,100%
26,BFC,CTCP Phân bón Bình Điền,"57,167,993",35%,100%
27,BIC,Tổng CTCP Bảo Hiểm NH Đầu Tư và Phát Triển Việt Nam,"117,276,895",15%,100%
28,BID,Ngân hàng TMCP Đầu Tư và Phát triển Việt Nam,"5,058,540,076",4%,100%
29,BKG,CTCP Đầu tư BKG Việt Nam,"32,000,000",65%,100%
30,BMC,CTCP Khoáng Sản Bình Định,"12,392,630",55%,100%
31,BMI,Tổng CTCP Bảo Minh,"109,623,985",30%,100%
32,BMP,CTCP Nhựa Bình Minh,"81,860,938",45%,100%
33,BRC,CTCP Cao Su Bến Thành,"12,374,997",13%,100%
34,BSI,CTCP CK NH Đầu Tư và Phát Triển Việt Nam,"121,570,689",20%,100%
35,BTP,CTCP Nhiệt Điện Bà Rịa,"60,485,600",20%,100%
36,BVH,Tập Đoàn Bảo Việt,"742,322,764",10%,100%
37,BWE,CTCP Nước - Môi trường Bình Dương,"192,920,000",25%,100%
38,C32,CTCP CIC39,"15,030,145",100%,100%
39,C47,CTCP Xây Dựng 47,"21,529,504",75%,100%
40,CCI,CTCP Đầu Tư Phát Triển Công Nghiệp Thương Mại Củ Chi,"17,541,105",40%,100%
41,CCL,CTCP Đầu Tư và Phát Triển Đô Thị Dầu Khí Cửu Long,"47,499,885",65%,100%
42,CDC,CTCP Chương Dương,"21,988,716",60%,100%
43,CHP,CTCP Thủy Điện Miền Trung,"146,912,668",30%,100%
44,CII,CTCP Đầu Tư Hạ Tầng Kỹ Thuật TP.HCM,"238,974,901",80%,100%
45,CKG,CTCP Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,"82,499,781",85%,100%
46,CLC,CTCP Cát Lợi,"26,207,583",40%,100%
47,CLL,CTCP Cảng Cát Lái,"34,000,000",40%,100%
48,CMG,CTCP Tập Đoàn Công Nghệ CMC,"99,999,866",40%,100%
49,CMX,CTCP Camimex Group,"90,817,502",45%,100%
50,CNG,CTCP CNG Việt Nam,"26,999,673",45%,100%
51,CRC,CTCP Create Capital Việt Nam,"30,000,000",75%,100%
52,CRE,CTCP Bất động sản Thế Kỷ,"201,599,449",35%,100%
53,CSM,CTCP Công Nghiệp Cao Su Miền Nam,"103,625,262",40%,100%
54,CSV,CTCP Hóa chất Cơ bản miền Nam,"44,200,000",35%,100%
55,CTD,CTCP Xây Dựng Coteccons,"73,859,473",55%,100%
56,CTF,CTCP City Auto,"72,397,776",55%,100%
57,CTG,Ngân Hàng TMCP Công Thương Việt Nam,"4,805,750,609",15%,100%
58,CTI,CTCP Đầu Tư Phát Triển Cường Thuận Idico,"54,799,997",90%,100%
59,CTS,CTCP Chứng khoán Ngân hàng Công thương Việt Nam,"106,399,614",25%,100%
60,CVT,CTCP CMC,"36,690,887",50%,100%
61,D2D,CTCP Phát Triển Đô Thị Công Nghiệp Số 2,"30,259,742",45%,100%
62,DAG,CTCP Tập Đoàn Nhựa Đông Á,"59,562,128",50%,100%
63,DAH,CTCP Tập đoàn Khách sạn Đông Á,"34,200,000",45%,100%
64,DBC,CTCP Tập đoàn DABACO Việt Nam,"115,239,430",65%,100%
65,DBD,CTCP Dược - Trang thiết bị Y tế Bình Định,"57,572,359",75%,100%
66,DBT,CTCP Dược phẩm Bến Tre,"14,205,116",70%,100%
67,DC4,CTCP Xây dựng Dic Holdings,"33,599,465",20%,100%
68,DCL,CTCP Dược Phẩm Cửu Long,"58,832,824",25%,100%
69,DCM,CTCP Phân bón Dầu khí Cà Mau,"529,400,000",25%,100%
70,DGC,CTCP Tập đoàn Hóa chất Đức Giang,"171,079,683",55%,100%
71,DGW,CTCP Thế Giới Số,"88,400,556",55%,100%
72,DHA,CTCP Hóa An,"14,726,073",70%,100%
73,DHC,CTCP Đông hải Bến Tre,"69,994,423",70%,100%
74,DHM,CTCP TM và Khai thác Khoáng sản Dương Hiếu,"31,396,180",90%,100%
75,DIG,Tổng CTCP Đầu Tư Phát Triển Xây Dựng,"499,890,962",45%,100%
76,DMC,CTCP XNK Y Tế Domesco,"34,727,465",14%,100%
77,DPG,CTCP Đạt Phương,"62,999,554",55%,100%
78,DPM,Tổng Công ty Phân Bón và Hóa Chất Dầu Khí -CTCP,"391,334,260",40%,100%
79,DPR,CTCP Cao Su Đồng Phú,"43,000,000",45%,100%
80,DQC,CTCP Bóng đèn Điện Quang,"27,558,066",45%,100%
81,DRC,CTCP Cao Su Đà Nẵng,"118,792,605",50%,100%
82,DRH,CTCP DRH Holdings,"60,353,933",100%,100%
83,DSN,CTCP Công Viên Nước Đầm Sen,"12,083,009",55%,100%
84,DTA,CTCP Đệ Tam,"18,059,832",60%,100%
85,DVP,CTCP Đầu Tư và Phát Triển Cảng Đình Vũ,"40,000,000",30%,100%
86,DXG,CTCP Tập đoàn Đất Xanh,"596,025,562",85%,100%
87,DXS,CTCP Dịch vụ Bất động sản Đất Xanh,"358,201,208",45%,100%
88,DXV,CTCP Vicem VLXD Đà Nẵng,"9,900,000",35%,100%
89,EIB,Ngân hàng TMCP XNK Việt Nam,"1,229,432,904",85%,100%
90,ELC,CTCP Đầu Tư Phát Triển Công Nghệ Điện Tử Viễn thông,"50,818,648",65%,100%
91,EVE,CTCP Everpia,"38,047,973",80%,100%
92,EVG,CTCP Tập đoàn Everland,"215,250,000",50%,100%
93,FCM,CTCP Khoáng sản FECON,"45,099,969",40%,100%
94,FCN,CTCP Fecon,"125,439,005",75%,100%
95,FIR,CTCP Địa ốc First Real,"27,039,864",60%,100%
96,FIT,CTCP Tập đoàn F.I.T,"262,730,247",70%,100%
97,FLC,CTCP Tập Đoàn FLC,"709,997,807",70%,100%
98,FMC,CTCP Thực Phẩm Sao Ta,"58,850,000",25%,100%
99,FPT,CTCP FPT,"907,469,273",85%,100%
100,FRT,CTCP Bán lẻ Kỹ thuật số FPT,"78,981,792",55%,100%
101,FTS,CTCP Chứng khoán FPT,"147,563,091",50%,100%
102,GAB,CTCP Đầu tư khai khoáng và Quản lý tài sản FLC,"14,904,000",50%,100%
103,GAS,Tổng Công ty Khí Việt Nam-CTCP,"1,913,950,000",5%,100%
104,GDT,CTCP Chế Biến Gỗ Đức Thành,"19,437,245",50%,100%
105,GEG,CTCP Điện Gia Lai,"303,715,526",25%,100%
106,GEX,CTCP Tập đoàn GELEX,"851,495,793",60%,100%
107,GIL,CTCP SXKD XNK Bình Thạnh,"43,200,000",80%,100%
108,GMC,CTCP Garmex Sài Gòn,"32,950,999",40%,100%
109,GMD,CTCP Gemadept,"301,377,957",85%,100%
110,GSP,CTCP Vận Tải Sản Phẩm Khí Quốc Tế,"55,799,445",35%,100%
111,GTA,CTCP Chế Biến Gỗ Thuận An,"9,830,000",25%,100%
112,GTN,CTCP GTNFOODS,"250,000,000",25%,100%
113,GVR,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,"4,000,000,000",4%,100%
114,HAH,CTCP Vận tải và Xếp dỡ Hải An,"48,782,751",75%,100%
115,HAI,CTCP Nông Dược Hai,"182,682,799",90%,100%
116,HAP,CTCP Tập Đoàn Hapaco,"55,471,151",85%,100%
117,HAR,CTCP Đầu tư Thương Mại Bất Động Sản An Dương Thảo Đi,"n              95,684,090",65%,100%
118,HAS,CTCP Hacisco,"7,800,000",35%,100%
119,HAX,CTCP Dịch Vụ Ôtô Hàng Xanh,"49,516,982",65%,100%
120,HBC,CTCP Tập đoàn Xây dựng Hòa Bình,"242,415,784",70%,100%
121,HCD,CTCP Đầu tư Sản xuất và Thương mại HCD,"27,000,000",85%,100%
122,HCM,CTCP Chứng Khoán TPHCM,"457,562,768",45%,100%
123,HDB,Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh,"1,992,209,120",70%,100%
124,HDC,CTCP Phát Triển Nhà Bà Rịa Vũng Tàu,"86,469,664",80%,100%
125,HDG,CTCP Tập Đoàn Hà Đô,"196,358,062",50%,100%
126,HHP,CTCP Giấy Hoàng Hà Hải Phòng,"30,069,824",50%,100%
127,HHS,CTCP Đầu Tư Dịch Vụ Hoàng Huy,"321,450,553",50%,100%
128,HID,CTCP Halcom Việt Nam,"58,759,391",65%,100%
129,HII,CTCP An Tiến Industries,"36,831,508",50%,100%
130,HMC,CTCP Kim Khí TPHCM - VNSTEEL,"21,000,000",45%,100%
131,HNG,CTCP Nông Nghiệp Quốc tế Hoàng Anh Gia Lai,"1,108,553,895",50%,100%
132,HPG,CTCP Tập Đoàn Hòa Phát,"4,472,922,706",55%,100%
133,HPX,CTCP Đầu tư Hải Phát,"304,168,581",55%,100%
134,HQC,CTCP TV-TM-DV Địa Ốc Hoàng Quân,"476,599,274",90%,100%
135,HSG,CTCP Tập Đoàn Hoa Sen,"493,481,896",80%,100%
136,HSL,CTCP Đầu tư Phát triển Thực phẩm Hồng Hà,"17,167,144",85%,100%
137,HT1,CTCP Xi Măng Hà Tiên 1,"381,541,911",20%,100%
138,HTI,CTCP Đầu Tư Phát Triển Hạ Tầng Idico,"24,949,200",45%,100%
139,HTL,CTCP Kỹ Thuật và Ôtô Trường Long,"12,000,000",13%,100%
140,HTN,CTCP Hưng Thịnh Incons,"89,116,411",35%,100%
141,HTV,CTCP Logistics Vicem,"13,104,000",25%,100%
142,HU1,CTCP Đầu Tư và Xây Dựng HUD1,"10,000,000",50%,100%
143,HU3,CTCP Đầu Tư và Xây Dựng HUD3,"9,999,944",40%,100%
144,HUB,CTCP Xây lắp Thừa Thiên Huế,"19,057,316",55%,100%
145,HVH,CTCP Đầu tư và công nghệ HVC,"36,949,995",50%,100%
146,HVX,CTCP Xi Măng Vicem Hải Vân,"41,525,250",30%,100%
147,IBC,CTCP Đầu tư Apax Holdings,"83,150,661",35%,100%
148,ICT,CTCP Viễn thông - Tin học Bưu điện,"32,185,000",60%,100%
149,IDI,CTCP Đầu Tư và Phát Triển Đa Quốc Gia I.D.I,"227,644,608",45%,100%
150,IJC,CTCP Phát Triển Hạ Tầng kỹ Thuật,"217,097,323",50%,100%
151,ILB,CTCP ICD Tân Cảng - Long Bình,"24,502,245",40%,100%
152,IMP,CTCP Dược Phẩm Imexpharm,"66,671,570",30%,100%
153,ITA,CTCP Đầu Tư và Công Nghiệp Tân Tạo,"938,321,575",65%,100%
154,ITC,CTCP Đầu Tư Kinh Doanh Nhà,"87,214,067",60%,100%
155,ITD,CTCP Công Nghệ Tiên Phong,"18,992,610",80%,100%
156,KBC,Tổng Công ty Phát Triển Đô Thị Kinh Bắc -CTCP,"569,760,189",60%,100%
157,KDC,CTCP Tập Đòan KIDO,"251,624,010",60%,100%
158,KDH,CTCP Đầu Tư và Kinh Doanh Nhà Khang Điền,"642,937,069",65%,100%
159,KHG,CTCP Bất động sản Khải Hoàn Land,"318,817,547",20%,100%
160,KHP,CTCP Điện Lực Khánh Hòa,"57,471,442",50%,100%
161,KMR,CTCP Mirae,"56,877,807",55%,100%
162,KOS,CTCP Kosy,"216,481,335",30%,100%
163,KPF,CTCP Đầu tư Tài chính Hoàng Minh,"60,867,379",25%,100%
164,KSB,CTCP Khoáng Sản và Xây Dựng Bình Dương,"73,295,802",70%,100%
165,LAF,CTCP Chế Biến Hàng Xuất Khẩu Long An,"14,728,019",20%,100%
166,LBM,CTCP Khoáng Sản và VLXD Lâm Đồng,"10,000,000",30%,100%
167,LCG,CTCP Licogi 16,"172,404,486",90%,100%
168,LDG,CTCP Đầu Tư LDG,"239,447,211",90%,100%
169,LGL,CTCP Đầu Tư và Phát Triển Đô Thị Long Giang,"51,497,100",50%,100%
170,LHG,CTCP Long Hậu,"50,012,010",40%,100%
171,LIX,CTCP Bột Giặt Lix,"32,400,000",50%,100%
172,LM8,CTCP Lilama 18,"9,388,682",55%,100%
173,LPB,Ngân hàng TMCP Bưu điện Liên Việt,"1,203,590,474",85%,100%
174,LSS,CTCP Mía Đường Lam Sơn,"70,000,000",60%,100%
175,MBB,Ngân hàng TMCP Quân Đội,"3,778,321,777",55%,100%
176,MHC,CTCP MHC,"41,406,844",90%,100%
177,MIG,Tổng CTCP Bảo hiểm Quân đội,"143,000,000",35%,100%
178,MSB,Ngân hàng TMCP Hàng Hải Việt Nam,"1,527,500,000",85%,100%
179,MSH,CTCP May Sông hồng,"50,009,400",40%,100%
180,MSN,CTCP Tập Đoàn Masan,"1,180,534,692",40%,100%
181,MWG,CTCP Đầu Tư Thế Giới Di Động,"712,833,495",65%,100%
182,NAF,CTCP Nafoods Group,"50,564,090",15%,100%
183,NBB,CTCP Đầu Tư Năm Bảy Bảy,"100,159,795",35%,100%
184,NCT,CTCP Dịch vụ Hàng hóa Nội Bài,"26,165,732",35%,100%
185,NHA,Tổng Công ty Đầu tư Phát triển nhà và Đô thị Nam Hà Nội,"28,116,550",60%,100%
186,NHH,CTCP Nhựa Hà Nội,"36,440,000",30%,100%
187,NKG,CTCP Thép Nam Kim,"218,398,568",75%,100%
188,NLG,CTCP Đầu tư Nam Long,"382,940,013",55%,100%
189,NNC,CTCP Đá Núi Nhỏ,"21,920,000",40%,100%
190,NSC,CTCP Tập đoàn Giống Cây Trồng Việt Nam,"17,574,516",20%,100%
191,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,"287,876,029",30%,100%
192,NTL,CTCP Phát Triển Đô Thị Từ Liêm,"60,989,950",65%,100%
193,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,"1,930,423,360",35%,100%
194,NVT,CTCP Bất Động Sản Du Lịch Ninh Vân Bay,"90,500,000",55%,100%
195,OCB,Ngân hàng TMCP Phương Đông,"1,369,882,863",55%,100%
196,OPC,CTCP Dược Phẩm OPC,"26,577,280",30%,100%
197,PAC,CTCP Pin Ắc Quy Miền Nam,"46,471,707",20%,100%
198,PAN,CTCP Tập Đoàn PAN,"208,894,750",70%,100%
199,PC1,CTCP Xây Lắp Điện I,"235,159,649",55%,100%
200,PDR,CTCP Phát Triển Bất Động Sản Phát Đạt,"492,771,916",40%,100%
201,PET,Tổng CTCP Dịch Vụ Tổng Hợp Dầu Khí,"89,837,424",70%,100%
202,PGC,Tổng Công ty Gas Petrolimex-CTCP,"60,339,285",35%,100%
203,PGI,Tổng CTCP Bảo Hiểm Petrolimex,"88,717,773",30%,100%
204,PHC,CTCP Xây dựng Phục Hưng Holding,"50,669,294",80%,100%
205,PHR,CTCP Cao Su Phước Hòa,"135,499,198",35%,100%
206,PIT,CTCP XNK Petrolimex,"14,210,225",35%,100%
207,PJT,CTCP Vận Tải Xăng Dầu Đường Thủy Petrolimex,"23,040,717",30%,100%
208,PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,"39,999,847",75%,100%
209,PLX,Tập đoàn Xăng dầu Việt Nam,"1,270,592,235",10%,100%
210,PMG,CTCP Đầu tư và Sản xuất Petro Miền Trung,"46,336,278",14%,100%
211,PNJ,CTCP Vàng Bạc Đá Quý Phú Nhuận,"227,366,563",85%,100%
212,POM,CTCP Thép Pomina,"278,543,546",20%,100%
213,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,"2,341,871,600",25%,100%
214,PPC,CTCP Nhiệt Điện Phả Lại,"320,613,054",25%,100%
215,PSH,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,"126,150,380",35%,100%
216,PTB,CTCP  Phú Tài,"48,597,034",60%,100%
217,PVD,Tổng CTCP Khoan và Dịch Vụ Khoan Dầu Khí,"421,129,789",50%,100%
218,PVT,Tổng CTCP Vận Tải Dầu Khí,"323,651,246",45%,100%
219,QCG,CTCP Quốc Cường Gia Lai,"275,129,141",40%,100%
220,RAL,CTCP Bóng Đèn Phích Nước Rạng Đông,"23,075,000",30%,100%
221,RDP,CTCP Rạng Đông Holding,"47,640,586",50%,100%
222,REE,CTCP Cơ Điện Lạnh,"309,050,926",45%,100%
223,ROS,CTCP Xây dựng FLC Faros,"567,598,121",100%,100%
224,SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,"641,281,186",11%,100%
225,SAM,CTCP SAM HOLDINGS,"349,997,190",100%,100%
226,SAV,CTCP Hợp Tác Kinh Tế và XNK Savimex,"15,624,197",35%,100%
227,SBA,CTCP Sông Ba,"60,285,171",60%,100%
228,SBT,CTCP Thành Thành Công- Biên Hòa,"629,150,895",40%,100%
229,SBV,CTCP Siam Brothers Việt Nam,"27,323,976",35%,100%
230,SCD,CTCP Nước Giải Khát Chương Dương,"8,477,640",35%,100%
231,SCR,CTCP Địa ốc Sài Gòn Thương Tín,"366,356,303",75%,100%
232,SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,"50,745,700",35%,100%
233,SFG,CTCP Phân bón Miền Nam,"47,897,333",30%,100%
234,SFI,CTCP Đại Lý Vận Tải Safi,"14,023,057",35%,100%
235,SGN,CTCP Phục vụ Mặt đất Sài Gòn,"33,533,591",20%,100%
236,SGR,CTCP Địa ốc Sài Gòn,"59,999,989",25%,100%
237,SGT,CTCP Công Nghệ Viễn Thông Sài Gòn,"74,001,604",30%,100%
238,SHA,CTCP Sơn Hà Sài Gòn,"33,446,675",80%,100%
239,SHI,CTCP Quốc Tế Sơn Hà,"150,325,270",40%,100%
240,SJD,CTCP Thủy Điện Cần Đơn,"68,998,620",50%,100%
241,SJF,CTCP Đầu tư Sao Thái Dương,"79,200,000",85%,100%
242,SJS,CTCP Đầu Tư Phát Triển Đô Thị và KCN Sông Đà,"113,897,480",50%,100%
243,SKG,CTCP Tàu Cao Tốc Superdong - Kiên Giang,"63,331,735",65%,100%
244,SMA,CTCP Thiết Bị Phụ Tùng Sài Gòn,"20,352,836",40%,100%
245,SMB,CTCP Bia Sài Gòn - Miền Trung,"29,846,648",40%,100%
246,SMC,CTCP Đầu Tư Thương Mại SMC,"60,922,941",45%,100%
247,SPM,CTCP S.P.M,"13,770,000",25%,100%
248,SRC,CTCP Cao Su Sao Vàng,"28,063,368",35%,100%
249,SRF,CTCP Kỹ Nghệ Lạnh,"33,786,780",35%,100%
250,SSB,Ngân hàng TMCP Đông nam Á,"1,659,800,000",75%,100%
251,SSI,CTCP Chứng Khoán SSI,"982,343,473",70%,100%
252,ST8,CTCP Siêu Thanh,"25,720,902",11%,100%
253,STB,Ngân hàng TMCP Sài Gòn Thương Tín,"1,885,215,716",95%,100%
254,STK,CTCP Sợi Thế Kỷ,"68,185,294",40%,100%
255,SVD,CTCP Đầu tư & Thương mại Vũ Đăng,"12,900,000",50%,100%
256,SVT,CTCP Công Nghệ Sài Gòn Viễn Đông,"11,579,574",45%,100%
257,SZC,CTCP Sonadezi Châu Đức,"100,000,000",40%,100%
258,SZL,CTCP Sonadezi Long Thành,"18,190,900",35%,100%
259,TCB,Ngân hàng TMCP Kỹ thương Việt Nam,"3,510,914,798",65%,100%
260,TCD,CTCP Đầu tư Phát triển Công nghiệp và Vận tải,"174,418,304",25%,100%
261,TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,"668,219,725",60%,100%
262,TCL,CTCP Đại Lý Giao Nhận Vận Tải Xếp Dỡ Tân Cảng,"30,158,436",50%,100%
263,TCM,CTCP Dệt May Đầu Tư Thương Mại Thành Công,"71,260,358",45%,100%
264,TCO,CTCP Vận Tải Đa Phương Thức Duyên Hải,"18,711,000",45%,100%
265,TCR,CTCP Công Nghệ Gốm Sứ Taicera,"45,425,142",35%,100%
266,TCT,CTCP Cáp Treo Núi Bà Tây Ninh,"12,788,000",45%,100%
267,TDC,CTCP KD VÀ PT Bình Dương,"100,000,000",40%,100%
268,TDG,CTCP Dầu khí Thái Dương,"16,770,000",90%,100%
269,TDM,CTCP Nước Thủ Dầu Một,"100,000,000",65%,100%
270,TDP,CTCP Thuận Đức,"60,210,902",45%,100%
271,TEG,CTCP BĐS và Xây dựng Trường Thành,"55,591,919",55%,100%
272,THG,CTCP Đầu Tư và Xây Dựng Tiền Giang,"15,971,306",75%,100%
